relative_path,filename,suggested_family,duplicate_group_size,size_bytes,source_commit,review_status
SourceAssets/Animations/Raw/Unverified/Pivot.fbx,Pivot.fbx,other,1,555088,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Plank.fbx,Plank.fbx,other,1,528912,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Plant A Plant.fbx,Plant A Plant.fbx,other,1,927792,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Playing The Violin.fbx,Playing The Violin.fbx,other,1,3547376,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Plotting.fbx,Plotting.fbx,other,1,637456,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pointing (1).fbx,Pointing (1).fbx,social,3,596960,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pointing (2).fbx,Pointing (2).fbx,social,3,520208,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pointing Gesture.fbx,Pointing Gesture.fbx,social,1,447376,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pointing.fbx,Pointing.fbx,social,3,609264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pontera.fbx,Pontera.fbx,other,1,415264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Praying (1).fbx,Praying (1).fbx,other,4,834992,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Praying (2).fbx,Praying (2).fbx,other,4,353952,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Praying (3).fbx,Praying (3).fbx,other,4,442800,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Praying.fbx,Praying.fbx,other,4,857184,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Backwards Stop (1).fbx,Prone Backwards Stop (1).fbx,other,2,403168,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Backwards Stop.fbx,Prone Backwards Stop.fbx,other,2,403168,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Death.fbx,Prone Death.fbx,combat,1,452048,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Firing Rifle (1).fbx,Prone Firing Rifle (1).fbx,combat,3,393808,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Firing Rifle (2).fbx,Prone Firing Rifle (2).fbx,combat,3,346944,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Firing Rifle.fbx,Prone Firing Rifle.fbx,combat,3,393808,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Forward Stop (1).fbx,Prone Forward Stop (1).fbx,other,2,413936,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Forward Stop.fbx,Prone Forward Stop.fbx,other,2,413936,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Forward.fbx,Prone Forward.fbx,other,1,527840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Idle.fbx,Prone Idle.fbx,idle,1,706304,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Left Turn (1).fbx,Prone Left Turn (1).fbx,locomotion,2,373968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Left Turn.fbx,Prone Left Turn.fbx,locomotion,2,373968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Reloading.fbx,Prone Reloading.fbx,combat,1,832512,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Right Turn (1).fbx,Prone Right Turn (1).fbx,locomotion,2,409392,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Right Turn.fbx,Prone Right Turn.fbx,locomotion,2,413168,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Roll (1).fbx,Prone Roll (1).fbx,other,2,454256,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone Roll.fbx,Prone Roll.fbx,other,2,634688,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Prone To Crouch Transition.fbx,Prone To Crouch Transition.fbx,interaction,1,465408,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pull Heavy Object Stop (1).fbx,Pull Heavy Object Stop (1).fbx,interaction,2,400032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pull Heavy Object Stop.fbx,Pull Heavy Object Stop.fbx,interaction,2,400032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pull Heavy Object.fbx,Pull Heavy Object.fbx,interaction,1,376096,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pull Pilot From Seat.fbx,Pull Pilot From Seat.fbx,interaction,1,966160,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pull Plant (1).fbx,Pull Plant (1).fbx,interaction,2,687264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pull Plant.fbx,Pull Plant.fbx,interaction,2,691680,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pulled From Seat.fbx,Pulled From Seat.fbx,interaction,1,644272,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pulling A Rope.fbx,Pulling A Rope.fbx,interaction,1,1486864,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Punch Combo.fbx,Punch Combo.fbx,combat,1,443808,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Punch To Elbow Combo.fbx,Punch To Elbow Combo.fbx,combat,1,717584,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Punching (1).fbx,Punching (1).fbx,combat,4,332496,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Punching (2).fbx,Punching (2).fbx,combat,4,344240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Punching (3).fbx,Punching (3).fbx,combat,4,345824,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Punching Bag.fbx,Punching Bag.fbx,combat,1,525136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Punching.fbx,Punching.fbx,combat,4,365840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Push (1).fbx,Push (1).fbx,interaction,2,971360,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Push Start.fbx,Push Start.fbx,interaction,1,649408,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Push Stop.fbx,Push Stop.fbx,interaction,1,530000,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Push Up.fbx,Push Up.fbx,interaction,1,389088,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Push.fbx,Push.fbx,interaction,2,454176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pushing (1).fbx,Pushing (1).fbx,interaction,2,670208,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Pushing.fbx,Pushing.fbx,interaction,2,479232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Put Back Rifle (1).fbx,Put Back Rifle (1).fbx,combat,2,554288,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Put Back Rifle Behind Shoulder.fbx,Put Back Rifle Behind Shoulder.fbx,combat,1,712336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Put Back Rifle.fbx,Put Back Rifle.fbx,combat,2,633680,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Putting Down.fbx,Putting Down.fbx,other,1,1113520,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Quad Punch.fbx,Quad Punch.fbx,combat,1,441072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Quarterback Pass.fbx,Quarterback Pass.fbx,other,1,944352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Queshada 1.fbx,Queshada 1.fbx,other,1,558080,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Queshada 2.fbx,Queshada 2.fbx,other,1,490032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Quick 180 Turn.fbx,Quick 180 Turn.fbx,locomotion,1,396608,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Quick Formal Bow.fbx,Quick Formal Bow.fbx,social,1,570240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Quick Informal Bow.fbx,Quick Informal Bow.fbx,social,1,573200,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Quick Roll To Run.fbx,Quick Roll To Run.fbx,locomotion,1,422000,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Quick Steps.fbx,Quick Steps.fbx,other,1,914032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rallying.fbx,Rallying.fbx,other,1,812352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rapping.fbx,Rapping.fbx,other,1,955568,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rasteira 1.fbx,Rasteira 1.fbx,other,1,476288,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rasteira 2.fbx,Rasteira 2.fbx,other,1,542960,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Reaching Down.fbx,Reaching Down.fbx,other,1,571040,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Reacting.fbx,Reacting.fbx,other,1,631520,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Reaction.fbx,Reaction.fbx,other,1,398240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Ready Idle.fbx,Ready Idle.fbx,idle,1,460336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receive Punch To The Face.fbx,Receive Punch To The Face.fbx,combat,1,403632,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receive Soccerball.fbx,Receive Soccerball.fbx,sports,1,728176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receive Stomach Uppercut.fbx,Receive Stomach Uppercut.fbx,other,1,433328,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receive Uppercut To The Face.fbx,Receive Uppercut To The Face.fbx,other,1,400432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receive.fbx,Receive.fbx,other,1,422000,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receiver Catch.fbx,Receiver Catch.fbx,other,1,656352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receiving A Big Uppercut.fbx,Receiving A Big Uppercut.fbx,other,1,460336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receiving An Uppercut.fbx,Receiving An Uppercut.fbx,other,1,398240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Receiving Cpr.fbx,Receiving Cpr.fbx,medical,1,738464,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rejected.fbx,Rejected.fbx,other,1,574192,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Release Hostage - Hostage.fbx,Release Hostage - Hostage.fbx,other,1,610992,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Release Hostage - Villain.fbx,Release Hostage - Villain.fbx,other,1,561312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Relieved Sigh (1).fbx,Relieved Sigh (1).fbx,other,2,603440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Relieved Sigh.fbx,Relieved Sigh.fbx,other,2,603440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Reload (1).fbx,Reload (1).fbx,combat,2,681056,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Reload.fbx,Reload.fbx,combat,2,877344,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Reloading (1).fbx,Reloading (1).fbx,combat,2,640128,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Reloading.fbx,Reloading.fbx,combat,2,623616,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Removing Driver (1).fbx,Removing Driver (1).fbx,other,2,1016336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Removing Driver.fbx,Removing Driver.fbx,other,2,1016336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Restrain.fbx,Restrain.fbx,other,1,762416,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Revealing Dice.fbx,Revealing Dice.fbx,other,1,664992,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rib Hit.fbx,Rib Hit.fbx,combat,1,344240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Aim To Down.fbx,Rifle Aim To Down.fbx,combat,1,433328,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Aim To Kneel.fbx,Rifle Aim To Kneel.fbx,combat,1,353952,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Aiming Idle.fbx,Rifle Aiming Idle.fbx,combat,1,598032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Backward Run To Stop.fbx,Rifle Backward Run To Stop.fbx,combat,1,437120,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Backward Walk To Stop.fbx,Rifle Backward Walk To Stop.fbx,combat,1,588320,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Block.fbx,Rifle Block.fbx,combat,1,490032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Backward Walk.fbx,Rifle Crouch Backward Walk.fbx,combat,1,440352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Idle To Walk.fbx,Rifle Crouch Idle To Walk.fbx,combat,1,532800,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (1).fbx,Rifle Crouch Turn (1).fbx,combat,11,404176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (10).fbx,Rifle Crouch Turn (10).fbx,combat,11,459648,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (2).fbx,Rifle Crouch Turn (2).fbx,combat,11,404176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (3).fbx,Rifle Crouch Turn (3).fbx,combat,11,379520,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (4).fbx,Rifle Crouch Turn (4).fbx,combat,11,382032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (5).fbx,Rifle Crouch Turn (5).fbx,combat,11,382032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (6).fbx,Rifle Crouch Turn (6).fbx,combat,11,404176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (7).fbx,Rifle Crouch Turn (7).fbx,combat,11,379520,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (8).fbx,Rifle Crouch Turn (8).fbx,combat,11,399456,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn (9).fbx,Rifle Crouch Turn (9).fbx,combat,11,459648,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Turn.fbx,Rifle Crouch Turn.fbx,combat,11,401040,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Walk To Idle.fbx,Rifle Crouch Walk To Idle.fbx,combat,1,592784,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Walk To Kneel.fbx,Rifle Crouch Walk To Kneel.fbx,combat,1,570352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Crouch Walk.fbx,Rifle Crouch Walk.fbx,combat,1,442800,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Death.fbx,Rifle Death.fbx,combat,1,694336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Down To Aim.fbx,Rifle Down To Aim.fbx,combat,1,361520,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Hit To Back.fbx,Rifle Hit To Back.fbx,combat,1,464144,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Idle (1).fbx,Rifle Idle (1).fbx,combat,5,486608,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Idle (2).fbx,Rifle Idle (2).fbx,combat,5,720288,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Idle (3).fbx,Rifle Idle (3).fbx,combat,5,643072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Idle (4).fbx,Rifle Idle (4).fbx,combat,5,743920,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Idle To Crouch.fbx,Rifle Idle To Crouch.fbx,combat,1,536544,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Idle.fbx,Rifle Idle.fbx,combat,5,819232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Jump (1).fbx,Rifle Jump (1).fbx,combat,2,325696,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Jump In Place.fbx,Rifle Jump In Place.fbx,combat,1,482480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Jump.fbx,Rifle Jump.fbx,combat,2,520272,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Kneel Idle.fbx,Rifle Kneel Idle.fbx,combat,1,399088,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Kneel To Prone.fbx,Rifle Kneel To Prone.fbx,combat,1,488448,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Kneel To Stand.fbx,Rifle Kneel To Stand.fbx,combat,1,380448,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Prone Hit Reaction.fbx,Rifle Prone Hit Reaction.fbx,combat,1,401760,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Prone To Kneel (1).fbx,Rifle Prone To Kneel (1).fbx,combat,2,488480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Prone To Kneel.fbx,Rifle Prone To Kneel.fbx,combat,2,488496,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Punch.fbx,Rifle Punch.fbx,combat,1,488720,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Put Away.fbx,Rifle Put Away.fbx,combat,1,522512,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Rubbing Eyes.fbx,Rifle Rubbing Eyes.fbx,combat,1,471136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Run (1).fbx,Rifle Run (1).fbx,combat,3,317232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Run (2).fbx,Rifle Run (2).fbx,combat,3,343232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Run To Dying.fbx,Rifle Run To Dying.fbx,combat,1,504848,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Run To Stop (1).fbx,Rifle Run To Stop (1).fbx,combat,2,429552,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Run To Stop.fbx,Rifle Run To Stop.fbx,combat,2,429552,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Run.fbx,Rifle Run.fbx,combat,3,317232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Shielding Face.fbx,Rifle Shielding Face.fbx,combat,1,599168,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Side Step (1).fbx,Rifle Side Step (1).fbx,combat,2,383120,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Side Step.fbx,Rifle Side Step.fbx,combat,2,357728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Stand To Kneel.fbx,Rifle Stand To Kneel.fbx,combat,1,348912,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Start Run.fbx,Rifle Start Run.fbx,combat,1,441072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Turn (1).fbx,Rifle Turn (1).fbx,combat,7,384128,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Turn (2).fbx,Rifle Turn (2).fbx,combat,7,422528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Turn (3).fbx,Rifle Turn (3).fbx,combat,7,422528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Turn (4).fbx,Rifle Turn (4).fbx,combat,7,399104,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Turn (5).fbx,Rifle Turn (5).fbx,combat,7,414432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Turn (6).fbx,Rifle Turn (6).fbx,combat,7,414432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Turn.fbx,Rifle Turn.fbx,combat,7,382032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Walk To Stop.fbx,Rifle Walk To Stop.fbx,combat,1,667696,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rifle Walk.fbx,Rifle Walk.fbx,combat,1,367136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Block (1).fbx,Right Block (1).fbx,combat,2,399104,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Block.fbx,Right Block.fbx,combat,2,376240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Cover Sneak (1).fbx,Right Cover Sneak (1).fbx,other,2,374624,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Cover Sneak W_ Rifle.fbx,Right Cover Sneak W_ Rifle.fbx,combat,1,355040,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Cover Sneak.fbx,Right Cover Sneak.fbx,other,2,374624,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Hook.fbx,Right Hook.fbx,other,1,376096,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Pivot (1).fbx,Right Pivot (1).fbx,other,4,341536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Pivot (2).fbx,Right Pivot (2).fbx,other,4,363136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Pivot (3).fbx,Right Pivot (3).fbx,other,4,341536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Pivot.fbx,Right Pivot.fbx,other,4,363136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Shimmy.fbx,Right Shimmy.fbx,other,1,405360,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Strafe Walk (1).fbx,Right Strafe Walk (1).fbx,locomotion,2,369072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Strafe Walk.fbx,Right Strafe Walk.fbx,locomotion,2,369072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Strafe Walking.fbx,Right Strafe Walking.fbx,locomotion,1,378176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (1).fbx,Right Turn (1).fbx,locomotion,13,352336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (10).fbx,Right Turn (10).fbx,locomotion,13,409248,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (11).fbx,Right Turn (11).fbx,locomotion,13,409248,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (12).fbx,Right Turn (12).fbx,locomotion,13,374480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (2).fbx,Right Turn (2).fbx,locomotion,13,448640,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (3).fbx,Right Turn (3).fbx,locomotion,13,352336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (4).fbx,Right Turn (4).fbx,locomotion,13,369248,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (5).fbx,Right Turn (5).fbx,locomotion,13,367056,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (6).fbx,Right Turn (6).fbx,locomotion,13,360432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (7).fbx,Right Turn (7).fbx,locomotion,13,350352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (8).fbx,Right Turn (8).fbx,locomotion,13,369248,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn (9).fbx,Right Turn (9).fbx,locomotion,13,395536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn 90.fbx,Right Turn 90.fbx,locomotion,1,367056,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn W_ Briefcase (1).fbx,Right Turn W_ Briefcase (1).fbx,locomotion,3,352336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn W_ Briefcase (2).fbx,Right Turn W_ Briefcase (2).fbx,locomotion,3,352336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn W_ Briefcase.fbx,Right Turn W_ Briefcase.fbx,locomotion,3,436032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Right Turn.fbx,Right Turn.fbx,locomotion,13,395536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Roar.fbx,Roar.fbx,other,1,750224,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rockin' Shackle A.fbx,Rockin' Shackle A.fbx,other,1,722416,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rockin' Shackle B.fbx,Rockin' Shackle B.fbx,other,1,720864,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Roll Kicking.fbx,Roll Kicking.fbx,combat,1,498656,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Roll Left (1).fbx,Roll Left (1).fbx,other,2,435808,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Roll Left.fbx,Roll Left.fbx,other,2,546736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rope Climb.fbx,Rope Climb.fbx,locomotion,1,553952,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rope Swinging.fbx,Rope Swinging.fbx,other,1,663920,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Roundhouse Kick.fbx,Roundhouse Kick.fbx,combat,1,437376,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rumba Dancing.fbx,Rumba Dancing.fbx,dance,1,495824,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Rummaging.fbx,Rummaging.fbx,other,1,658832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Run And Swing.fbx,Run And Swing.fbx,locomotion,1,512896,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Run And Throw Grenade.fbx,Run And Throw Grenade.fbx,combat,1,590928,b50b5b2,license-review-required
